# Value averages  
# Time            	momentum_x        	momentum_y        	momentum_z        
4.045	-1.0000000000e-04	-4.5160902635e-14	0.0000000000e+00
4.05	-1.0000000000e-04	-4.3840022393e-14	0.0000000000e+00
4.055	-1.0000000000e-04	-4.2549383817e-14	0.0000000000e+00
4.06	-1.0000000000e-04	-4.1289873530e-14	0.0000000000e+00
4.065	-1.0000000000e-04	-4.0062172014e-14	0.0000000000e+00
4.07	-1.0000000000e-04	-3.8867865925e-14	0.0000000000e+00
4.075	-1.0000000000e-04	-3.7706826606e-14	0.0000000000e+00
4.08	-1.0000000000e-04	-3.6580260807e-14	0.0000000000e+00
4.085	-1.0000000000e-04	-3.5488145129e-14	0.0000000000e+00
4.09	-1.0000000000e-04	-3.4429510245e-14	0.0000000000e+00
4.095	-1.0000000000e-04	-3.3405375581e-14	0.0000000000e+00
4.1	-1.0000000000e-04	-3.2413638284e-14	0.0000000000e+00
4.105	-1.0000000000e-04	-3.1453983924e-14	0.0000000000e+00
4.11	-1.0000000000e-04	-3.0524723734e-14	0.0000000000e+00
4.115	-1.0000000000e-04	-2.9623898151e-14	0.0000000000e+00
4.12	-1.0000000000e-04	-2.8749838057e-14	0.0000000000e+00
4.125	-1.0000000000e-04	-2.7900400440e-14	0.0000000000e+00
4.13	-1.0000000000e-04	-2.7074030983e-14	0.0000000000e+00
4.135	-1.0000000000e-04	-2.6270155554e-14	0.0000000000e+00
4.14	-1.0000000000e-04	-2.5486554184e-14	0.0000000000e+00
4.145	-1.0000000000e-04	-2.4722663004e-14	0.0000000000e+00
4.15	-1.0000000000e-04	-2.3977037546e-14	0.0000000000e+00
4.155	-1.0000000000e-04	-2.3248698690e-14	0.0000000000e+00
4.16	-1.0000000000e-04	-2.2537697368e-14	0.0000000000e+00
4.165	-1.0000000000e-04	-2.1842778692e-14	0.0000000000e+00
4.17	-1.0000000000e-04	-2.1164158430e-14	0.0000000000e+00
4.175	-1.0000000000e-04	-2.0501802081e-14	0.0000000000e+00
4.18	-1.0000000000e-04	-1.9855935192e-14	0.0000000000e+00
4.185	-1.0000000000e-04	-1.9227547875e-14	0.0000000000e+00
4.19	-1.0000000000e-04	-1.8616159696e-14	0.0000000000e+00
4.195	-1.0000000000e-04	-1.8022136494e-14	0.0000000000e+00
4.2	-1.0000000000e-04	-1.7445323341e-14	0.0000000000e+00
4.205	-1.0000000000e-04	-1.6885530717e-14	0.0000000000e+00
4.21	-1.0000000000e-04	-1.6343034220e-14	0.0000000000e+00
4.215	-1.0000000000e-04	-1.5817329816e-14	0.0000000000e+00
4.22	-1.0000000000e-04	-1.5308462408e-14	0.0000000000e+00
4.225	-1.0000000000e-04	-1.4816144989e-14	0.0000000000e+00
4.23	-1.0000000000e-04	-1.4339743745e-14	0.0000000000e+00
4.235	-1.0000000000e-04	-1.3878992869e-14	0.0000000000e+00
4.24	-1.0000000000e-04	-1.3432878759e-14	0.0000000000e+00
4.245	-1.0000000000e-04	-1.3000659871e-14	0.0000000000e+00
4.25	-1.0000000000e-04	-1.2581495415e-14	0.0000000000e+00
4.255	-1.0000000000e-04	-1.2174500101e-14	0.0000000000e+00
4.26	-1.0000000000e-04	-1.1779560191e-14	0.0000000000e+00
4.265	-1.0000000000e-04	-1.1395692828e-14	0.0000000000e+00
4.27	-1.0000000000e-04	-1.1022452430e-14	0.0000000000e+00
4.275	-1.0000000000e-04	-1.0659268047e-14	0.0000000000e+00
4.28	-1.0000000000e-04	-1.0305500183e-14	0.0000000000e+00
4.285	-1.0000000000e-04	-9.9612747476e-15	0.0000000000e+00
4.29	-1.0000000000e-04	-9.6258225546e-15	0.0000000000e+00
4.295	-1.0000000000e-04	-9.2990528155e-15	0.0000000000e+00
4.3	-1.0000000000e-04	-8.9808405824e-15	0.0000000000e+00
4.305	-1.0000000000e-04	-8.6710654383e-15	0.0000000000e+00
4.31	-1.0000000000e-04	-8.3701996025e-15	0.0000000000e+00
4.315	-1.0000000000e-04	-8.0779153811e-15	0.0000000000e+00
4.32	-1.0000000000e-04	-7.7943280423e-15	0.0000000000e+00
4.325	-1.0000000000e-04	-7.5193818503e-15	0.0000000000e+00
4.33	-1.0000000000e-04	-7.2529108360e-15	0.0000000000e+00
4.335	-1.0000000000e-04	-6.9951048058e-15	0.0000000000e+00
4.34	-1.0000000000e-04	-6.7457370233e-15	0.0000000000e+00
4.345	-1.0000000000e-04	-6.5047835190e-15	0.0000000000e+00
4.35	-1.0000000000e-04	-6.2720899043e-15	0.0000000000e+00
4.355	-1.0000000000e-04	-6.0472881914e-15	0.0000000000e+00
4.36	-1.0000000000e-04	-5.8302928452e-15	0.0000000000e+00
4.365	-1.0000000000e-04	-5.6206377201e-15	0.0000000000e+00
4.37	-1.0000000000e-04	-5.4179615834e-15	0.0000000000e+00
4.375	-1.0000000000e-04	-5.2218719924e-15	0.0000000000e+00
4.38	-1.0000000000e-04	-5.0319029699e-15	0.0000000000e+00
4.385	-1.0000000000e-04	-4.8480092087e-15	0.0000000000e+00
4.39	-1.0000000000e-04	-4.6697161922e-15	0.0000000000e+00
4.395	-1.0000000000e-04	-4.4967585536e-15	0.0000000000e+00
4.4	-1.0000000000e-04	-4.3288287593e-15	0.0000000000e+00
4.405	-1.0000000000e-04	-4.1656173126e-15	0.0000000000e+00
4.41	-1.0000000000e-04	-4.0072438810e-15	0.0000000000e+00
4.415	-1.0000000000e-04	-3.8534723922e-15	0.0000000000e+00
4.42	-1.0000000000e-04	-3.7043053963e-15	0.0000000000e+00
4.425	-1.0000000000e-04	-3.5597254072e-15	0.0000000000e+00
4.43	-1.0000000000e-04	-3.4196734214e-15	0.0000000000e+00
4.435	-1.0000000000e-04	-3.2843460080e-15	0.0000000000e+00
4.44	-1.0000000000e-04	-3.1535696722e-15	0.0000000000e+00
4.445	-1.0000000000e-04	-3.0274389522e-15	0.0000000000e+00
4.45	-1.0000000000e-04	-2.9059003389e-15	0.0000000000e+00
4.455	-1.0000000000e-04	-2.7888147785e-15	0.0000000000e+00
4.46	-1.0000000000e-04	-2.6761978868e-15	0.0000000000e+00
4.465	-1.0000000000e-04	-2.5678151449e-15	0.0000000000e+00
4.47	-1.0000000000e-04	-2.4634735887e-15	0.0000000000e+00
4.475	-1.0000000000e-04	-2.3629461893e-15	0.0000000000e+00
4.48	-1.0000000000e-04	-2.2659343743e-15	0.0000000000e+00
4.485	-1.0000000000e-04	-2.1723872701e-15	0.0000000000e+00
4.49	-1.0000000000e-04	-2.0820068201e-15	0.0000000000e+00
4.495	-1.0000000000e-04	-1.9946275873e-15	0.0000000000e+00
4.5	-1.0000000000e-04	-1.9101219877e-15	0.0000000000e+00
4.505	-1.0000000000e-04	-1.8283660135e-15	0.0000000000e+00
4.51	-1.0000000000e-04	-1.7494827237e-15	0.0000000000e+00
4.515	-1.0000000000e-04	-1.6733460771e-15	0.0000000000e+00
4.52	-1.0000000000e-04	-1.6000406014e-15	0.0000000000e+00
4.525	-1.0000000000e-04	-1.5295582666e-15	0.0000000000e+00
4.53	-1.0000000000e-04	-1.4618415395e-15	0.0000000000e+00
4.535	-1.0000000000e-04	-1.3969674645e-15	0.0000000000e+00
4.54	-1.0000000000e-04	-1.3347660010e-15	0.0000000000e+00
4.545	-1.0000000000e-04	-1.2751666802e-15	0.0000000000e+00
4.55	-1.0000000000e-04	-1.2180064718e-15	0.0000000000e+00
4.555	-1.0000000000e-04	-1.1630853261e-15	0.0000000000e+00
4.56	-1.0000000000e-04	-1.1103918156e-15	0.0000000000e+00
4.565	-1.0000000000e-04	-1.0597368990e-15	0.0000000000e+00
4.57	-1.0000000000e-04	-1.0111021717e-15	0.0000000000e+00
4.575	-1.0000000000e-04	-9.6444396214e-16	0.0000000000e+00
4.58	-1.0000000000e-04	-9.1972152786e-16	0.0000000000e+00
4.585	-1.0000000000e-04	-8.7702883041e-16	0.0000000000e+00
4.59	-1.0000000000e-04	-8.3626565081e-16	0.0000000000e+00
4.595	-1.0000000000e-04	-7.9740867090e-16	0.0000000000e+00
4.6	-1.0000000000e-04	-7.6035055641e-16	0.0000000000e+00
4.605	-1.0000000000e-04	-7.2495442283e-16	0.0000000000e+00
4.61	-1.0000000000e-04	-6.9117685478e-16	0.0000000000e+00
4.615	-1.0000000000e-04	-6.5887742685e-16	0.0000000000e+00
4.62	-1.0000000000e-04	-6.2799320451e-16	0.0000000000e+00
4.625	-1.0000000000e-04	-5.9844145784e-16	0.0000000000e+00
4.63	-1.0000000000e-04	-5.7013757796e-16	0.0000000000e+00
4.635	-1.0000000000e-04	-5.4305205393e-16	0.0000000000e+00
4.64	-1.0000000000e-04	-5.1710393638e-16	0.0000000000e+00
4.645	-1.0000000000e-04	-4.9226082133e-16	0.0000000000e+00
4.65	-1.0000000000e-04	-4.6846104633e-16	0.0000000000e+00
4.655	-1.0000000000e-04	-4.4564670525e-16	0.0000000000e+00
4.66	-1.0000000000e-04	-4.2379589772e-16	0.0000000000e+00
4.665	-1.0000000000e-04	-4.0285547851e-16	0.0000000000e+00
4.67	-1.0000000000e-04	-3.8280014465e-16	0.0000000000e+00
4.675	-1.0000000000e-04	-3.6358386122e-16	0.0000000000e+00
4.68	-1.0000000000e-04	-3.4516175220e-16	0.0000000000e+00
4.685	-1.0000000000e-04	-3.2751639362e-16	0.0000000000e+00
4.69	-1.0000000000e-04	-3.1060832147e-16	0.0000000000e+00
4.695	-1.0000000000e-04	-2.9441815693e-16	0.0000000000e+00
4.7	-1.0000000000e-04	-2.7890727876e-16	0.0000000000e+00
4.705	-1.0000000000e-04	-2.6404088251e-16	0.0000000000e+00
4.71	-1.0000000000e-04	-2.4980343924e-16	0.0000000000e+00
4.715	-1.0000000000e-04	-2.3616499749e-16	0.0000000000e+00
4.72	-1.0000000000e-04	-2.2311187749e-16	0.0000000000e+00
4.725	-1.0000000000e-04	-2.1061107112e-16	0.0000000000e+00
4.73	-1.0000000000e-04	-1.9863682886e-16	0.0000000000e+00
4.735	-1.0000000000e-04	-1.8717402917e-16	0.0000000000e+00
4.74	-1.0000000000e-04	-1.7620269574e-16	0.0000000000e+00
4.745	-1.0000000000e-04	-1.6570904040e-16	0.0000000000e+00
4.75	-1.0000000000e-04	-1.5566807168e-16	0.0000000000e+00
4.755	-1.0000000000e-04	-1.4605714214e-16	0.0000000000e+00
4.76	-1.0000000000e-04	-1.3686441687e-16	0.0000000000e+00
4.765	-1.0000000000e-04	-1.2807440047e-16	0.0000000000e+00
4.77	-1.0000000000e-04	-1.1967536264e-16	0.0000000000e+00
4.775	-1.0000000000e-04	-1.1164709278e-16	0.0000000000e+00
4.78	-1.0000000000e-04	-1.0397077691e-16	0.0000000000e+00
4.785	-1.0000000000e-04	-9.6635886148e-17	0.0000000000e+00
4.79	-1.0000000000e-04	-8.9631257694e-17	0.0000000000e+00
4.795	-1.0000000000e-04	-8.2946603592e-17	0.0000000000e+00
4.8	-1.0000000000e-04	-7.6565681054e-17	0.0000000000e+00
4.805	-1.0000000000e-04	-7.0472797876e-17	0.0000000000e+00
4.81	-1.0000000000e-04	-6.4658690598e-17	0.0000000000e+00
4.815	-1.0000000000e-04	-5.9115172971e-17	0.0000000000e+00
4.82	-1.0000000000e-04	-5.3833386202e-17	0.0000000000e+00
4.825	-1.0000000000e-04	-4.8799952548e-17	0.0000000000e+00
4.83	-1.0000000000e-04	-4.4002011093e-17	0.0000000000e+00
4.835	-1.0000000000e-04	-3.9431474988e-17	0.0000000000e+00
4.84	-1.0000000000e-04	-3.5082095824e-17	0.0000000000e+00
4.845	-1.0000000000e-04	-3.0946279874e-17	0.0000000000e+00
4.85	-1.0000000000e-04	-2.7012980305e-17	0.0000000000e+00
4.855	-1.0000000000e-04	-2.3271589970e-17	0.0000000000e+00
4.86	-1.0000000000e-04	-1.9715100849e-17	0.0000000000e+00
4.865	-1.0000000000e-04	-1.6338648813e-17	0.0000000000e+00
4.87	-1.0000000000e-04	-1.3135721632e-17	0.0000000000e+00
4.875	-1.0000000000e-04	-1.0097200901e-17	0.0000000000e+00
4.88	-1.0000000000e-04	-7.2143475774e-18	0.0000000000e+00
4.885	-1.0000000000e-04	-4.4809937549e-18	0.0000000000e+00
4.89	-1.0000000000e-04	-1.8932884390e-18	0.0000000000e+00
4.895	-1.0000000000e-04	5.5461965166e-19	0.0000000000e+00
4.9	-1.0000000000e-04	2.8703096237e-18	0.0000000000e+00
4.905	-1.0000000000e-04	5.0610547684e-18	0.0000000000e+00
4.91	-1.0000000000e-04	7.1308911776e-18	0.0000000000e+00
4.915	-1.0000000000e-04	9.0844320687e-18	0.0000000000e+00
4.92	-1.0000000000e-04	1.0925669338e-17	0.0000000000e+00
4.925	-1.0000000000e-04	1.2660608848e-17	0.0000000000e+00
4.93	-1.0000000000e-04	1.4294929698e-17	0.0000000000e+00
4.935	-1.0000000000e-04	1.5832897685e-17	0.0000000000e+00
4.94	-1.0000000000e-04	1.7277442101e-17	0.0000000000e+00
4.945	-1.0000000000e-04	1.8632566391e-17	0.0000000000e+00
4.95	-1.0000000000e-04	1.9902775711e-17	0.0000000000e+00
4.955	-1.0000000000e-04	2.1092842574e-17	0.0000000000e+00
4.96	-1.0000000000e-04	2.2206410762e-17	0.0000000000e+00
4.965	-1.0000000000e-04	2.3245760884e-17	0.0000000000e+00
4.97	-1.0000000000e-04	2.4214215655e-17	0.0000000000e+00
4.975	-1.0000000000e-04	2.5115462782e-17	0.0000000000e+00
4.98	-1.0000000000e-04	2.5953326729e-17	0.0000000000e+00
4.985	-1.0000000000e-04	2.6731000998e-17	0.0000000000e+00
4.99	-1.0000000000e-04	2.7450121119e-17	0.0000000000e+00
4.995	-1.0000000000e-04	2.8113530936e-17	0.0000000000e+00
5	-1.0000000000e-04	2.8724138978e-17	0.0000000000e+00
5.005	-1.0000000000e-04	2.9225921237e-17	0.0000000000e+00
5.01	-1.0000000000e-04	2.9681565362e-17	0.0000000000e+00
5.015	-1.0000000000e-04	3.0091879697e-17	0.0000000000e+00
5.02	-1.0000000000e-04	3.0458964908e-17	0.0000000000e+00
5.025	-1.0000000000e-04	3.0787163055e-17	0.0000000000e+00
5.03	-1.0000000000e-04	3.1078289645e-17	0.0000000000e+00
5.035	-1.0000000000e-04	3.1334979456e-17	0.0000000000e+00
5.04	-1.0000000000e-04	3.1557139643e-17	0.0000000000e+00
5.045	-1.0000000000e-04	3.1747447899e-17	0.0000000000e+00
5.05	-1.0000000000e-04	3.1907219502e-17	0.0000000000e+00
5.055	-1.0000000000e-04	3.2038655730e-17	0.0000000000e+00
5.06	-1.0000000000e-04	3.2143376560e-17	0.0000000000e+00
5.065	-1.0000000000e-04	3.2221851807e-17	0.0000000000e+00
5.07	-1.0000000000e-04	3.2275781004e-17	0.0000000000e+00
5.075	-1.0000000000e-04	3.2306478251e-17	0.0000000000e+00
5.08	-1.0000000000e-04	3.2315690053e-17	0.0000000000e+00
5.085	-1.0000000000e-04	3.2305023830e-17	0.0000000000e+00
5.09	-1.0000000000e-04	3.2275161292e-17	0.0000000000e+00
5.095	-1.0000000000e-04	3.2225510004e-17	0.0000000000e+00
5.1	-1.0000000000e-04	3.2158229214e-17	0.0000000000e+00
5.105	-1.0000000000e-04	3.2073872626e-17	0.0000000000e+00
5.11	-1.0000000000e-04	3.1973688874e-17	0.0000000000e+00
5.115	-1.0000000000e-04	3.1858099753e-17	0.0000000000e+00
5.12	-1.0000000000e-04	3.1728010130e-17	0.0000000000e+00
5.125	-1.0000000000e-04	3.1585406394e-17	0.0000000000e+00
5.13	-1.0000000000e-04	3.1430962678e-17	0.0000000000e+00
5.135	-1.0000000000e-04	3.1265537837e-17	0.0000000000e+00
5.14	-1.0000000000e-04	3.1089169295e-17	0.0000000000e+00
5.145	-1.0000000000e-04	3.0902993416e-17	0.0000000000e+00
5.15	-1.0000000000e-04	3.0707532179e-17	0.0000000000e+00
5.155	-1.0000000000e-04	3.0503675012e-17	0.0000000000e+00
5.16	-1.0000000000e-04	3.0292354842e-17	0.0000000000e+00
5.165	-1.0000000000e-04	3.0073683702e-17	0.0000000000e+00
5.17	-1.0000000000e-04	2.9848431131e-17	0.0000000000e+00
5.175	-1.0000000000e-04	2.9617100296e-17	0.0000000000e+00
5.18	-1.0000000000e-04	2.9380220197e-17	0.0000000000e+00
5.185	-1.0000000000e-04	2.9137899779e-17	0.0000000000e+00
5.19	-1.0000000000e-04	2.8889727705e-17	0.0000000000e+00
5.195	-1.0000000000e-04	2.8636541837e-17	0.0000000000e+00
5.2	-1.0000000000e-04	2.8378383950e-17	0.0000000000e+00
5.205	-1.0000000000e-04	2.8115755432e-17	0.0000000000e+00
5.21	-1.0000000000e-04	2.7849277225e-17	0.0000000000e+00
5.215	-1.0000000000e-04	2.7579890809e-17	0.0000000000e+00
5.22	-1.0000000000e-04	2.7307484833e-17	0.0000000000e+00
5.225	-1.0000000000e-04	2.7032573121e-17	0.0000000000e+00
5.23	-1.0000000000e-04	2.6755327087e-17	0.0000000000e+00
5.235	-1.0000000000e-04	2.6476460319e-17	0.0000000000e+00
5.24	-1.0000000000e-04	2.6195846903e-17	0.0000000000e+00
5.245	-1.0000000000e-04	2.5913962236e-17	0.0000000000e+00
5.25	-1.0000000000e-04	2.5631019492e-17	0.0000000000e+00
5.255	-1.0000000000e-04	2.5347215817e-17	0.0000000000e+00
5.26	-1.0000000000e-04	2.5062785041e-17	0.0000000000e+00
5.265	-1.0000000000e-04	2.4777423886e-17	0.0000000000e+00
5.27	-1.0000000000e-04	2.4491514959e-17	0.0000000000e+00
5.275	-1.0000000000e-04	2.4205134358e-17	0.0000000000e+00
5.28	-1.0000000000e-04	2.3918772536e-17	0.0000000000e+00
5.285	-1.0000000000e-04	2.3632841323e-17	0.0000000000e+00
5.29	-1.0000000000e-04	2.3347148394e-17	0.0000000000e+00
5.295	-1.0000000000e-04	2.3061917307e-17	0.0000000000e+00
5.3	-1.0000000000e-04	2.2777181478e-17	0.0000000000e+00
5.305	-1.0000000000e-04	2.2493052620e-17	0.0000000000e+00
5.31	-1.0000000000e-04	2.2209717842e-17	0.0000000000e+00
5.315	-1.0000000000e-04	2.1927010178e-17	0.0000000000e+00
5.32	-1.0000000000e-04	2.1645199574e-17	0.0000000000e+00
5.325	-1.0000000000e-04	2.1364513834e-17	0.0000000000e+00
5.33	-1.0000000000e-04	2.1085030520e-17	0.0000000000e+00
5.335	-1.0000000000e-04	2.0807012969e-17	0.0000000000e+00
5.34	-1.0000000000e-04	2.0530226111e-17	0.0000000000e+00
5.345	-1.0000000000e-04	2.0254721151e-17	0.0000000000e+00
5.35	-1.0000000000e-04	1.9980623685e-17	0.0000000000e+00
5.355	-1.0000000000e-04	1.9707937229e-17	0.0000000000e+00
5.36	-1.0000000000e-04	1.9436596998e-17	0.0000000000e+00
5.365	-1.0000000000e-04	1.9166491819e-17	0.0000000000e+00
5.37	-1.0000000000e-04	1.8897875583e-17	0.0000000000e+00
5.375	-1.0000000000e-04	1.8630796336e-17	0.0000000000e+00
5.38	-1.0000000000e-04	1.8365274982e-17	0.0000000000e+00
5.385	-1.0000000000e-04	1.8101506890e-17	0.0000000000e+00
5.39	-1.0000000000e-04	1.7839480951e-17	0.0000000000e+00
5.395	-1.0000000000e-04	1.7579354122e-17	0.0000000000e+00
5.4	-1.0000000000e-04	1.7321070562e-17	0.0000000000e+00
5.405	-1.0000000000e-04	1.7064607573e-17	0.0000000000e+00
5.41	-1.0000000000e-04	1.6810169050e-17	0.0000000000e+00
5.415	-1.0000000000e-04	1.6557699422e-17	0.0000000000e+00
5.42	-1.0000000000e-04	1.6307214827e-17	0.0000000000e+00
5.425	-1.0000000000e-04	1.6058737696e-17	0.0000000000e+00
5.43	-1.0000000000e-04	1.5812256355e-17	0.0000000000e+00
5.435	-1.0000000000e-04	1.5567840898e-17	0.0000000000e+00
5.44	-1.0000000000e-04	1.5325510122e-17	0.0000000000e+00
5.445	-1.0000000000e-04	1.5085288215e-17	0.0000000000e+00
5.45	-1.0000000000e-04	1.4847171103e-17	0.0000000000e+00
5.455	-1.0000000000e-04	1.4611110917e-17	0.0000000000e+00
5.46	-1.0000000000e-04	1.4377214775e-17	0.0000000000e+00
5.465	-1.0000000000e-04	1.4145472521e-17	0.0000000000e+00
5.47	-1.0000000000e-04	1.3915926014e-17	0.0000000000e+00
5.475	-1.0000000000e-04	1.3688533583e-17	0.0000000000e+00
5.48	-1.0000000000e-04	1.3463232331e-17	0.0000000000e+00
5.485	-1.0000000000e-04	1.3240138613e-17	0.0000000000e+00
5.49	-1.0000000000e-04	1.3019184566e-17	0.0000000000e+00
5.495	-1.0000000000e-04	1.2800451364e-17	0.0000000000e+00
5.5	-1.0000000000e-04	1.2583865926e-17	0.0000000000e+00
5.505	-1.0000000000e-04	1.2369387296e-17	0.0000000000e+00
5.51	-1.0000000000e-04	1.2157094594e-17	0.0000000000e+00
5.515	-1.0000000000e-04	1.1946969120e-17	0.0000000000e+00
5.52	-1.0000000000e-04	1.1739002330e-17	0.0000000000e+00
5.525	-1.0000000000e-04	1.1533182962e-17	0.0000000000e+00
5.53	-1.0000000000e-04	1.1329456662e-17	0.0000000000e+00
5.535	-1.0000000000e-04	1.1127901349e-17	0.0000000000e+00
5.54	-1.0000000000e-04	1.0928432077e-17	0.0000000000e+00
5.545	-1.0000000000e-04	1.0731121675e-17	0.0000000000e+00
5.55	-1.0000000000e-04	1.0535924578e-17	0.0000000000e+00
5.555	-1.0000000000e-04	1.0342790641e-17	0.0000000000e+00
5.56	-1.0000000000e-04	1.0151786393e-17	0.0000000000e+00
5.565	-1.0000000000e-04	9.9628610678e-18	0.0000000000e+00
5.57	-1.0000000000e-04	9.7760432093e-18	0.0000000000e+00
5.575	-1.0000000000e-04	9.5912868644e-18	0.0000000000e+00
5.58	-1.0000000000e-04	9.4085629069e-18	0.0000000000e+00
5.585	-1.0000000000e-04	9.2279233370e-18	0.0000000000e+00
5.59	-1.0000000000e-04	9.0493072416e-18	0.0000000000e+00
5.595	-1.0000000000e-04	8.8727444759e-18	0.0000000000e+00
5.6	-1.0000000000e-04	8.6981924866e-18	0.0000000000e+00
5.605	-1.0000000000e-04	8.5256091090e-18	0.0000000000e+00
5.61	-1.0000000000e-04	8.3550330276e-18	0.0000000000e+00
5.615	-1.0000000000e-04	8.1864714846e-18	0.0000000000e+00
5.62	-1.0000000000e-04	8.0198632659e-18	0.0000000000e+00
5.625	-1.0000000000e-04	7.8552240590e-18	0.0000000000e+00
5.63	-1.0000000000e-04	7.6925130959e-18	0.0000000000e+00
5.635	-1.0000000000e-04	7.5317461312e-18	0.0000000000e+00
5.64	-1.0000000000e-04	7.3728855081e-18	0.0000000000e+00
5.645	-1.0000000000e-04	7.2159150179e-18	0.0000000000e+00
5.65	-1.0000000000e-04	7.0608298470e-18	0.0000000000e+00
5.655	-1.0000000000e-04	6.9076493990e-18	0.0000000000e+00
5.66	-1.0000000000e-04	6.7563388561e-18	0.0000000000e+00
5.665	-1.0000000000e-04	6.6068737935e-18	0.0000000000e+00
5.67	-1.0000000000e-04	6.4592450986e-18	0.0000000000e+00
5.675	-1.0000000000e-04	6.3134624997e-18	0.0000000000e+00
5.68	-1.0000000000e-04	6.1694533600e-18	0.0000000000e+00
5.685	-1.0000000000e-04	6.0272526027e-18	0.0000000000e+00
5.69	-1.0000000000e-04	5.8868365103e-18	0.0000000000e+00
5.695	-1.0000000000e-04	5.7482294137e-18	0.0000000000e+00
5.7	-1.0000000000e-04	5.6113512771e-18	0.0000000000e+00
5.705	-1.0000000000e-04	5.4761610244e-18	0.0000000000e+00
5.71	-1.0000000000e-04	5.3427185802e-18	0.0000000000e+00
5.715	-1.0000000000e-04	5.2109918077e-18	0.0000000000e+00
5.72	-1.0000000000e-04	5.0809310374e-18	0.0000000000e+00
5.725	-1.0000000000e-04	4.9525384043e-18	0.0000000000e+00
5.73	-1.0000000000e-04	4.8257541082e-18	0.0000000000e+00
5.735	-1.0000000000e-04	4.7005995253e-18	0.0000000000e+00
5.74	-1.0000000000e-04	4.5770728645e-18	0.0000000000e+00
5.745	-1.0000000000e-04	4.4551328895e-18	0.0000000000e+00
5.75	-1.0000000000e-04	4.3347953688e-18	0.0000000000e+00
5.755	-1.0000000000e-04	4.2159862389e-18	0.0000000000e+00
5.76	-1.0000000000e-04	4.0987318949e-18	0.0000000000e+00
5.765	-1.0000000000e-04	3.9829811165e-18	0.0000000000e+00
5.77	-1.0000000000e-04	3.8687625297e-18	0.0000000000e+00
5.775	-1.0000000000e-04	3.7560176141e-18	0.0000000000e+00
5.78	-1.0000000000e-04	3.6447078695e-18	0.0000000000e+00
5.785	-1.0000000000e-04	3.5348742290e-18	0.0000000000e+00
5.79	-1.0000000000e-04	3.4264843090e-18	0.0000000000e+00
5.795	-1.0000000000e-04	3.3195444214e-18	0.0000000000e+00
5.8	-1.0000000000e-04	3.2140183770e-18	0.0000000000e+00
5.805	-1.0000000000e-04	3.1098922464e-18	0.0000000000e+00
5.81	-1.0000000000e-04	3.0071475439e-18	0.0000000000e+00
5.815	-1.0000000000e-04	2.9057772437e-18	0.0000000000e+00
5.82	-1.0000000000e-04	2.8057936875e-18	0.0000000000e+00
5.825	-1.0000000000e-04	2.7071641620e-18	0.0000000000e+00
5.83	-1.0000000000e-04	2.6098450631e-18	0.0000000000e+00
5.835	-1.0000000000e-04	2.5138324699e-18	0.0000000000e+00
5.84	-1.0000000000e-04	2.4191577119e-18	0.0000000000e+00
5.845	-1.0000000000e-04	2.3257799893e-18	0.0000000000e+00
5.85	-1.0000000000e-04	2.2337029981e-18	0.0000000000e+00
5.855	-1.0000000000e-04	2.1428890874e-18	0.0000000000e+00
5.86	-1.0000000000e-04	2.0533610448e-18	0.0000000000e+00
5.865	-1.0000000000e-04	1.9650464016e-18	0.0000000000e+00
5.87	-1.0000000000e-04	1.8780083866e-18	0.0000000000e+00
5.875	-1.0000000000e-04	1.7921845477e-18	0.0000000000e+00
5.88	-1.0000000000e-04	1.7075366809e-18	0.0000000000e+00
5.885	-1.0000000000e-04	1.6241076917e-18	0.0000000000e+00
5.89	-1.0000000000e-04	1.5418649034e-18	0.0000000000e+00
5.895	-1.0000000000e-04	1.4607812617e-18	0.0000000000e+00
5.9	-1.0000000000e-04	1.3808483098e-18	0.0000000000e+00
5.905	-1.0000000000e-04	1.3020416633e-18	0.0000000000e+00
5.91	-1.0000000000e-04	1.2243828526e-18	0.0000000000e+00
5.915	-1.0000000000e-04	1.1478360620e-18	0.0000000000e+00
5.92	-1.0000000000e-04	1.0723935504e-18	0.0000000000e+00
5.925	-1.0000000000e-04	9.9801627051e-19	0.0000000000e+00
5.93	-1.0000000000e-04	9.2468099181e-19	0.0000000000e+00
5.935	-1.0000000000e-04	8.5242991735e-19	0.0000000000e+00
5.94	-1.0000000000e-04	7.8118854122e-19	0.0000000000e+00
5.945	-1.0000000000e-04	7.1096216274e-19	0.0000000000e+00
5.95	-1.0000000000e-04	6.4174590416e-19	0.0000000000e+00
5.955	-1.0000000000e-04	5.7353023599e-19	0.0000000000e+00
5.96	-1.0000000000e-04	5.0628794484e-19	0.0000000000e+00
5.965	-1.0000000000e-04	4.3999478801e-19	0.0000000000e+00
5.97	-1.0000000000e-04	3.7462525669e-19	0.0000000000e+00
5.975	-1.0000000000e-04	3.1021333824e-19	0.0000000000e+00
5.98	-1.0000000000e-04	2.4670708634e-19	0.0000000000e+00
5.985	-1.0000000000e-04	1.8411069714e-19	0.0000000000e+00
5.99	-1.0000000000e-04	1.2239556649e-19	0.0000000000e+00
5.995	-1.0000000000e-04	6.1550049883e-20	0.0000000000e+00
6	-1.0000000000e-04	1.5737176428e-21	0.0000000000e+00
6.005	-1.0000000000e-04	1.5840002011e-21	0.0000000000e+00
6.01	-1.0000000000e-04	1.5911142546e-21	0.0000000000e+00
