# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	U_converged             	epsilon_solver          	epsilon_initial         	epsilon_final           	epsilon_iters           	epsilon_converged       	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
1.435                   	smoothSolver	2.8956699999999999e-03	2.5822800000000001e-06	3	2.1961500000000000e-03	1.5649700000000001e-06	3	false	smoothSolver	2.5193299999999997e-04	1.0193500000000000e-06	2	true	smoothSolver	9.8219699999999997e-04	2.7263399999999999e-06	2	true	GAMG	5.8037200000000001e-03	4.4578599999999999e-04	2	true
1.44                    	smoothSolver	2.8409700000000000e-03	2.5990000000000000e-06	3	2.1503300000000002e-03	1.7310100000000001e-06	3	false	smoothSolver	2.5109399999999999e-04	1.0141200000000001e-06	2	true	smoothSolver	9.7732200000000009e-04	2.7144700000000000e-06	2	true	GAMG	5.0299200000000002e-03	2.3721699999999999e-04	2	true
1.445                   	smoothSolver	2.8328600000000000e-03	2.5836000000000001e-06	3	2.1411799999999999e-03	1.7189299999999999e-06	3	false	smoothSolver	2.5001000000000000e-04	9.4193100000000005e-07	2	true	smoothSolver	9.7267199999999995e-04	2.6853800000000000e-06	2	true	GAMG	4.5516000000000003e-03	2.4797099999999999e-04	2	true
1.45                    	smoothSolver	2.8220599999999999e-03	2.5743399999999999e-06	3	2.1319400000000001e-03	1.7099200000000001e-06	3	false	smoothSolver	2.4832000000000001e-04	9.3373400000000004e-07	2	true	smoothSolver	9.6833200000000003e-04	2.6613900000000002e-06	2	true	GAMG	4.7688399999999999e-03	2.5685999999999998e-04	2	true
1.455                   	smoothSolver	7.4360900000000002e-03	2.0793499999999998e-06	4	7.5329999999999998e-03	2.0764499999999998e-06	4	false	smoothSolver	2.4773999999999998e-04	9.7301899999999993e-07	2	true	smoothSolver	9.6471999999999997e-04	2.6692700000000000e-06	2	true	GAMG	3.9707300000000001e-01	2.7859200000000001e-02	2	true
1.46                    	smoothSolver	2.8372900000000001e-03	2.5093200000000000e-06	3	2.1523800000000002e-03	1.5274500000000001e-06	3	false	smoothSolver	2.4779300000000000e-04	9.5288500000000003e-07	2	true	smoothSolver	9.6057100000000002e-04	2.6813800000000002e-06	2	true	GAMG	5.5770899999999998e-03	4.4590899999999998e-04	2	true
1.465                   	smoothSolver	2.7851500000000001e-03	2.5355000000000001e-06	3	2.1056000000000000e-03	1.6845999999999999e-06	3	false	smoothSolver	2.4735200000000000e-04	9.4676199999999999e-07	2	true	smoothSolver	9.5613499999999999e-04	2.6407599999999999e-06	2	true	GAMG	4.4863699999999999e-03	2.4444600000000000e-04	2	true
1.47                    	smoothSolver	2.7746899999999998e-03	2.5221200000000001e-06	3	2.0979000000000002e-03	1.6741500000000001e-06	3	false	smoothSolver	2.4672700000000002e-04	9.3781699999999999e-07	2	true	smoothSolver	9.5175800000000003e-04	2.6179500000000001e-06	2	true	GAMG	4.4931399999999996e-03	2.3712300000000000e-04	2	true
1.475                   	smoothSolver	2.7633300000000000e-03	2.5094300000000000e-06	3	2.0905899999999998e-03	1.6672399999999999e-06	3	false	smoothSolver	2.4589000000000002e-04	9.3198699999999999e-07	2	true	smoothSolver	9.4732099999999999e-04	2.6985000000000001e-06	2	true	GAMG	4.4654100000000004e-03	2.3688700000000000e-04	2	true
1.48                    	smoothSolver	7.4276899999999998e-03	2.0490199999999999e-06	4	7.4882500000000001e-03	2.0538700000000000e-06	4	false	smoothSolver	2.4485099999999998e-04	9.3871399999999997e-07	2	true	smoothSolver	9.4621400000000002e-04	2.6333200000000000e-06	2	true	GAMG	3.9680300000000002e-01	2.8033900000000000e-02	2	true
1.485                   	smoothSolver	2.7790599999999999e-03	2.4505300000000001e-06	3	2.1130500000000000e-03	1.4867000000000001e-06	3	false	smoothSolver	2.4606999999999998e-04	9.0658400000000001e-07	2	true	smoothSolver	9.4288599999999998e-04	2.5957899999999999e-06	2	true	GAMG	5.5398899999999996e-03	4.5375299999999999e-04	2	true
1.49                    	smoothSolver	2.7256600000000000e-03	2.4777200000000001e-06	3	2.0685199999999999e-03	1.6428299999999999e-06	3	false	smoothSolver	2.4720599999999998e-04	9.1657099999999998e-07	2	true	smoothSolver	9.3808800000000001e-04	2.5778699999999999e-06	2	true	GAMG	4.6088900000000000e-03	2.4041899999999999e-04	2	true
1.495                   	smoothSolver	2.7139600000000001e-03	2.4703100000000002e-06	3	2.0630499999999999e-03	1.6296100000000001e-06	3	false	smoothSolver	2.4795800000000000e-04	9.2127500000000002e-07	2	true	smoothSolver	9.3381599999999996e-04	2.4707599999999999e-06	2	true	GAMG	4.6157799999999999e-03	2.3010500000000001e-04	2	true
1.5                     	smoothSolver	2.7016499999999999e-03	2.4629600000000001e-06	3	2.0564300000000002e-03	1.6208100000000001e-06	3	false	smoothSolver	2.4830099999999998e-04	9.2252600000000004e-07	2	true	smoothSolver	9.2968800000000002e-04	2.4171600000000001e-06	2	true	GAMG	4.4227099999999998e-03	2.3092800000000001e-04	2	true
1.505                   	smoothSolver	7.4251999999999999e-03	2.0205399999999998e-06	4	7.4523300000000001e-03	2.0360999999999999e-06	4	false	smoothSolver	2.4845899999999997e-04	9.2101800000000002e-07	2	true	smoothSolver	9.2672999999999996e-04	2.4032900000000001e-06	2	true	GAMG	3.9489299999999999e-01	2.8281899999999999e-02	2	true
1.51                    	smoothSolver	2.7129200000000002e-03	2.4070099999999998e-06	3	2.0792100000000002e-03	1.4333600000000001e-06	3	false	smoothSolver	2.4777900000000000e-04	9.1608100000000001e-07	2	true	smoothSolver	9.2498199999999997e-04	2.3711399999999999e-06	2	true	GAMG	5.7198199999999996e-03	4.6917800000000000e-04	2	true
1.515                   	smoothSolver	2.6630899999999999e-03	2.4400899999999999e-06	3	2.0325899999999999e-03	1.5938600000000001e-06	3	false	smoothSolver	2.4600600000000000e-04	9.1007800000000000e-07	2	true	smoothSolver	9.2277600000000004e-04	2.3514300000000000e-06	2	true	GAMG	4.6948399999999996e-03	2.3569400000000000e-04	2	true
1.52                    	smoothSolver	2.6515699999999998e-03	2.4340800000000000e-06	3	2.0275900000000001e-03	1.5852000000000001e-06	3	false	smoothSolver	2.4479400000000000e-04	8.9274600000000005e-07	2	true	smoothSolver	9.2016999999999999e-04	2.3545399999999999e-06	2	true	GAMG	5.2176999999999996e-03	2.3263799999999999e-04	2	true
1.525                   	smoothSolver	2.6387099999999998e-03	2.4279200000000002e-06	3	2.0221200000000001e-03	1.5816700000000001e-06	3	false	smoothSolver	2.4406300000000001e-04	9.1302199999999996e-07	2	true	smoothSolver	9.1722600000000004e-04	2.3252100000000001e-06	2	true	GAMG	5.3233899999999999e-03	2.3376199999999999e-04	2	true
1.53                    	smoothSolver	7.4017299999999996e-03	1.9924000000000002e-06	4	7.4253300000000000e-03	2.0174099999999998e-06	4	false	smoothSolver	2.4315599999999999e-04	9.1632199999999999e-07	2	true	smoothSolver	9.1519200000000000e-04	2.3279499999999999e-06	2	true	GAMG	3.9322900000000000e-01	2.8538100000000000e-02	2	true
1.535                   	smoothSolver	2.6532900000000000e-03	2.3643700000000002e-06	3	2.0473900000000001e-03	1.3865899999999999e-06	3	false	smoothSolver	2.4145699999999999e-04	9.0331700000000004e-07	2	true	smoothSolver	9.1545500000000002e-04	2.3485999999999998e-06	2	true	GAMG	6.1732699999999998e-03	4.8344799999999998e-04	2	true
1.54                    	smoothSolver	2.6011799999999998e-03	2.3955400000000000e-06	3	1.9984199999999999e-03	1.5551299999999999e-06	3	false	smoothSolver	2.3994899999999999e-04	8.9421299999999999e-07	2	true	smoothSolver	9.1622600000000002e-04	2.3622000000000000e-06	2	true	GAMG	4.6933499999999998e-03	2.2146199999999999e-04	2	true
1.545                   	smoothSolver	2.5908099999999998e-03	2.3855500000000000e-06	3	1.9930899999999999e-03	1.5446400000000000e-06	3	false	smoothSolver	2.3784500000000001e-04	9.0006000000000003e-07	2	true	smoothSolver	9.1682799999999996e-04	2.3767200000000002e-06	2	true	GAMG	4.5719400000000000e-03	2.1932200000000001e-04	2	true
1.55                    	smoothSolver	2.5830699999999998e-03	2.3792600000000000e-06	3	1.9846600000000001e-03	1.5289200000000000e-06	3	false	smoothSolver	2.3559300000000001e-04	8.8697700000000004e-07	2	true	smoothSolver	9.1687300000000002e-04	2.3474000000000002e-06	2	true	GAMG	4.9044300000000004e-03	2.1802900000000001e-04	2	true
1.555                   	smoothSolver	7.3571399999999999e-03	1.9668099999999998e-06	4	7.4067500000000001e-03	1.9973299999999999e-06	4	false	smoothSolver	2.3387800000000000e-04	8.7830400000000003e-07	2	true	smoothSolver	9.1591299999999997e-04	2.3510500000000001e-06	2	true	GAMG	3.9329399999999998e-01	2.8647499999999999e-02	2	true
1.56                    	smoothSolver	2.6065300000000001e-03	2.3199800000000001e-06	3	2.0084399999999998e-03	1.3371900000000000e-06	3	false	smoothSolver	2.3219899999999999e-04	8.7176999999999998e-07	2	true	smoothSolver	9.1484300000000004e-04	2.4278100000000001e-06	2	true	GAMG	5.7841600000000000e-03	4.7341400000000002e-04	2	true
1.565                   	smoothSolver	2.5575099999999998e-03	2.3528100000000000e-06	3	1.9615499999999998e-03	1.4978600000000000e-06	3	false	smoothSolver	2.3045400000000000e-04	8.5410299999999998e-07	2	true	smoothSolver	9.1381800000000005e-04	2.4128600000000000e-06	2	true	GAMG	4.2262100000000002e-03	2.1960799999999999e-04	2	true
1.57                    	smoothSolver	2.5494799999999998e-03	2.3496500000000000e-06	3	1.9558499999999999e-03	1.4873299999999999e-06	3	false	smoothSolver	2.2887499999999999e-04	8.4874499999999999e-07	2	true	smoothSolver	9.1256900000000001e-04	2.3898899999999999e-06	2	true	GAMG	3.9849300000000002e-03	2.0779600000000000e-04	2	true
1.575                   	smoothSolver	2.5399600000000000e-03	2.3317099999999999e-06	3	1.9489799999999999e-03	1.4786200000000000e-06	3	false	smoothSolver	2.2737400000000000e-04	8.4792900000000002e-07	2	true	smoothSolver	9.1104700000000001e-04	2.3904500000000001e-06	2	true	GAMG	4.0557600000000003e-03	2.0914300000000001e-04	2	true
1.58                    	smoothSolver	7.3184900000000004e-03	1.9383000000000001e-06	4	7.3873799999999998e-03	1.9827399999999999e-06	4	false	smoothSolver	2.2615400000000000e-04	8.5128299999999996e-07	2	true	smoothSolver	9.0970199999999997e-04	2.4295700000000000e-06	2	true	GAMG	3.9243400000000001e-01	2.8806200000000001e-02	2	true
1.585                   	smoothSolver	2.5569799999999999e-03	2.2720600000000000e-06	3	1.9734200000000000e-03	1.3024199999999999e-06	3	false	smoothSolver	2.2480300000000001e-04	8.7601899999999995e-07	2	true	smoothSolver	9.0836100000000000e-04	2.4213699999999998e-06	2	true	GAMG	5.3969600000000001e-03	4.8832599999999997e-04	2	true
1.59                    	smoothSolver	2.5104400000000001e-03	2.2984899999999998e-06	3	1.9254200000000000e-03	1.4599199999999999e-06	3	false	smoothSolver	2.2347999999999999e-04	8.7133800000000002e-07	2	true	smoothSolver	9.0663600000000005e-04	2.4265599999999999e-06	2	true	GAMG	4.0782800000000001e-03	2.0894199999999999e-04	2	true
1.595                   	smoothSolver	2.5011600000000001e-03	2.2853299999999999e-06	3	1.9188000000000000e-03	1.4482899999999999e-06	3	false	smoothSolver	2.2223900000000000e-04	8.4107299999999998e-07	2	true	smoothSolver	9.0452800000000004e-04	2.4261599999999999e-06	2	true	GAMG	4.1863500000000001e-03	2.0319000000000001e-04	2	true
1.6                     	smoothSolver	2.4917400000000001e-03	2.2722999999999998e-06	3	1.9113900000000000e-03	1.4410099999999999e-06	3	false	smoothSolver	2.2110599999999999e-04	8.3540600000000004e-07	2	true	smoothSolver	9.0136199999999995e-04	2.4156400000000000e-06	2	true	GAMG	4.0763300000000004e-03	2.0651299999999999e-04	2	true
1.605                   	smoothSolver	7.2920399999999996e-03	1.9001900000000000e-06	4	7.3707099999999999e-03	1.9649600000000000e-06	4	false	smoothSolver	2.2038299999999999e-04	8.2873200000000004e-07	2	true	smoothSolver	8.9861699999999999e-04	2.4064800000000000e-06	2	true	GAMG	3.9318100000000000e-01	2.8970800000000001e-02	2	true
1.61                    	smoothSolver	2.5081100000000000e-03	2.2068000000000002e-06	3	1.9382700000000000e-03	1.2724600000000001e-06	3	false	smoothSolver	2.1950400000000000e-04	8.2949000000000000e-07	2	true	smoothSolver	8.9604699999999997e-04	2.3557300000000001e-06	2	true	GAMG	5.5294999999999997e-03	5.0756200000000003e-04	2	true
1.615                   	smoothSolver	2.4602800000000000e-03	2.2381400000000001e-06	3	1.8879100000000000e-03	1.4218200000000000e-06	3	false	smoothSolver	2.1870500000000000e-04	8.2822800000000000e-07	2	true	smoothSolver	8.9363900000000000e-04	2.3597800000000001e-06	2	true	GAMG	4.7572400000000003e-03	1.7991300000000000e-04	2	true
1.62                    	smoothSolver	2.4514099999999998e-03	2.2311199999999998e-06	3	1.8805800000000000e-03	1.4103500000000000e-06	3	false	smoothSolver	2.1789800000000001e-04	8.2680700000000005e-07	2	true	smoothSolver	8.9084699999999995e-04	2.3231299999999998e-06	2	true	GAMG	4.0295799999999996e-03	2.0113600000000001e-04	2	true
1.625                   	smoothSolver	2.4383800000000000e-03	2.2185099999999999e-06	3	1.8747600000000001e-03	1.4104300000000001e-06	3	false	smoothSolver	2.1717000000000001e-04	8.2401000000000003e-07	2	true	smoothSolver	8.8760200000000003e-04	2.3475099999999998e-06	2	true	GAMG	4.2618600000000001e-03	2.0504099999999999e-04	2	true
1.63                    	smoothSolver	7.2762299999999999e-03	1.8693900000000000e-06	4	7.3502799999999998e-03	1.9573400000000001e-06	4	false	smoothSolver	2.1558900000000000e-04	8.1899600000000001e-07	2	true	smoothSolver	8.8440999999999997e-04	2.3440800000000000e-06	2	true	GAMG	3.9407599999999998e-01	2.9011800000000001e-02	2	true
1.635                   	smoothSolver	2.4484600000000000e-03	2.1494799999999998e-06	3	1.9025800000000001e-03	1.2527099999999999e-06	3	false	smoothSolver	2.1475699999999999e-04	8.1816999999999997e-07	2	true	smoothSolver	8.8118199999999999e-04	2.3196300000000002e-06	2	true	GAMG	5.4313399999999998e-03	4.9167500000000001e-04	2	true
1.64                    	smoothSolver	2.4017299999999999e-03	2.1806599999999999e-06	3	1.8569800000000000e-03	1.3952700000000000e-06	3	false	smoothSolver	2.1386699999999999e-04	8.1311899999999999e-07	2	true	smoothSolver	8.7791400000000004e-04	2.3046800000000000e-06	2	true	GAMG	4.1970699999999998e-03	1.7595800000000001e-04	2	true
1.645                   	smoothSolver	2.3939899999999999e-03	2.1730600000000002e-06	3	1.8522700000000000e-03	1.3828200000000000e-06	3	false	smoothSolver	2.1285600000000001e-04	8.2312099999999995e-07	2	true	smoothSolver	8.7489399999999998e-04	2.2908799999999998e-06	2	true	GAMG	4.2265999999999996e-03	1.6972999999999999e-04	2	true
1.65                    	smoothSolver	2.3848599999999999e-03	2.1645600000000002e-06	3	1.8458400000000001e-03	1.3763500000000000e-06	3	false	smoothSolver	2.1259499999999999e-04	8.5550299999999998e-07	2	true	smoothSolver	8.7252900000000003e-04	2.3101900000000001e-06	2	true	GAMG	3.9726500000000003e-03	1.8572700000000001e-04	2	true
1.655                   	smoothSolver	7.2635399999999998e-03	1.8369500000000000e-06	4	7.3243600000000002e-03	1.9459400000000001e-06	4	false	smoothSolver	2.1263300000000000e-04	7.9568300000000002e-07	2	true	smoothSolver	8.7008500000000004e-04	2.2983999999999999e-06	2	true	GAMG	3.9477200000000001e-01	2.9073999999999999e-02	2	true
1.66                    	smoothSolver	2.3944700000000001e-03	2.1000199999999999e-06	3	1.8744800000000000e-03	1.2191999999999999e-06	3	false	smoothSolver	2.1193800000000000e-04	7.7307100000000000e-07	2	true	smoothSolver	8.6761700000000000e-04	2.2627400000000002e-06	2	true	GAMG	5.3672499999999996e-03	5.0613000000000003e-04	2	true
1.665                   	smoothSolver	2.3477099999999998e-03	2.1316600000000000e-06	3	1.8274599999999999e-03	1.3599200000000000e-06	3	false	smoothSolver	2.1087400000000000e-04	7.6930800000000000e-07	2	true	smoothSolver	8.6581199999999998e-04	2.2405399999999998e-06	2	true	GAMG	4.0560300000000004e-03	1.8889600000000000e-04	2	true
1.67                    	smoothSolver	2.3356700000000002e-03	2.1216300000000001e-06	3	1.8225600000000000e-03	1.3475199999999999e-06	3	false	smoothSolver	2.0982100000000001e-04	7.5938700000000005e-07	2	true	smoothSolver	8.6393400000000001e-04	2.3063499999999999e-06	2	true	GAMG	3.8804000000000000e-03	1.7769300000000001e-04	2	true
1.675                   	smoothSolver	2.3231300000000001e-03	2.1140800000000001e-06	3	1.8158800000000000e-03	1.3403800000000000e-06	3	false	smoothSolver	2.0873199999999999e-04	7.7635200000000004e-07	2	true	smoothSolver	8.6301800000000001e-04	2.2753500000000002e-06	2	true	GAMG	4.0974999999999996e-03	1.7608800000000000e-04	2	true
1.68                    	smoothSolver	7.2444500000000004e-03	1.8020700000000001e-06	4	7.2919999999999999e-03	1.9306700000000000e-06	4	false	smoothSolver	2.0806800000000000e-04	7.6629000000000001e-07	2	true	smoothSolver	8.6268700000000000e-04	2.3377600000000000e-06	2	true	GAMG	3.9442199999999999e-01	2.9144799999999998e-02	2	true
1.685                   	smoothSolver	2.3336500000000000e-03	2.0475200000000000e-06	3	1.8498500000000001e-03	1.1847000000000001e-06	3	false	smoothSolver	2.0988600000000000e-04	7.5263100000000001e-07	2	true	smoothSolver	8.6115699999999998e-04	2.3127400000000002e-06	2	true	GAMG	5.2652899999999997e-03	5.0253500000000003e-04	2	true
1.69                    	smoothSolver	2.2917300000000001e-03	2.0820199999999998e-06	3	1.7955499999999999e-03	1.3256799999999999e-06	3	false	smoothSolver	2.1102800000000001e-04	7.6109400000000005e-07	2	true	smoothSolver	8.5896699999999998e-04	2.2945700000000000e-06	2	true	GAMG	4.1967899999999997e-03	1.8696500000000001e-04	2	true
1.695                   	smoothSolver	2.2870700000000000e-03	2.0737499999999998e-06	3	1.7903299999999999e-03	1.3131500000000001e-06	3	false	smoothSolver	2.1171600000000000e-04	7.6347400000000000e-07	2	true	smoothSolver	8.5780399999999999e-04	2.2784500000000002e-06	2	true	GAMG	3.7448700000000000e-03	1.7880600000000000e-04	2	true
1.7                     	smoothSolver	2.2770400000000001e-03	2.0648400000000000e-06	3	1.7839399999999999e-03	1.3051499999999999e-06	3	false	smoothSolver	2.1205000000000000e-04	7.6321299999999999e-07	2	true	smoothSolver	8.5636399999999998e-04	2.2688400000000000e-06	2	true	GAMG	3.7361199999999999e-03	1.7764199999999999e-04	2	true
1.705                   	smoothSolver	7.2322100000000002e-03	1.7679400000000001e-06	4	7.2597699999999996e-03	1.9144200000000000e-06	4	false	smoothSolver	2.1225500000000001e-04	7.6204599999999997e-07	2	true	smoothSolver	8.5501900000000005e-04	2.2578900000000002e-06	2	true	GAMG	3.9456900000000000e-01	2.9218500000000001e-02	2	true
1.71                    	smoothSolver	2.2904499999999999e-03	2.0080900000000000e-06	3	1.8204499999999999e-03	1.1511300000000001e-06	3	false	smoothSolver	2.1189500000000000e-04	7.6206000000000004e-07	2	true	smoothSolver	8.5373999999999997e-04	2.2283500000000000e-06	2	true	GAMG	5.1029600000000001e-03	4.9900499999999996e-04	2	true
1.715                   	smoothSolver	2.2488899999999999e-03	2.0369700000000002e-06	3	1.7666600000000000e-03	1.2859900000000000e-06	3	false	smoothSolver	2.1062500000000001e-04	7.5619999999999996e-07	2	true	smoothSolver	8.5282600000000000e-04	2.1591900000000002e-06	2	true	GAMG	3.7024400000000000e-03	1.7929200000000000e-04	2	true
1.72                    	smoothSolver	2.2399299999999998e-03	2.0269200000000002e-06	3	1.7629700000000000e-03	1.2734400000000000e-06	3	false	smoothSolver	2.0933700000000001e-04	7.4805699999999996e-07	2	true	smoothSolver	8.5147599999999999e-04	2.1549700000000001e-06	2	true	GAMG	3.6713200000000001e-03	1.7290500000000000e-04	2	true
1.725                   	smoothSolver	2.2300800000000002e-03	2.0195899999999998e-06	3	1.7577800000000000e-03	1.2661799999999999e-06	3	false	smoothSolver	2.0872800000000001e-04	7.3080700000000004e-07	2	true	smoothSolver	8.4984700000000004e-04	2.1390499999999999e-06	2	true	GAMG	3.6838299999999999e-03	1.7236800000000000e-04	2	true
1.73                    	smoothSolver	7.2241299999999996e-03	1.7392800000000001e-06	4	7.2247700000000002e-03	1.8975799999999999e-06	4	false	smoothSolver	2.0823300000000000e-04	7.5519800000000004e-07	2	true	smoothSolver	8.4791800000000002e-04	2.1213200000000000e-06	2	true	GAMG	3.9491199999999999e-01	2.9225100000000000e-02	2	true
1.735                   	smoothSolver	2.2391899999999998e-03	1.9636499999999998e-06	3	1.7886499999999999e-03	1.1200800000000000e-06	3	false	smoothSolver	2.0729000000000000e-04	7.5546900000000000e-07	2	true	smoothSolver	8.4499000000000000e-04	2.1169399999999998e-06	2	true	GAMG	5.1012799999999997e-03	4.9971800000000002e-04	2	true
1.74                    	smoothSolver	2.1987700000000001e-03	1.9938200000000000e-06	3	1.7405999999999999e-03	1.2461100000000001e-06	3	false	smoothSolver	2.0628500000000001e-04	7.4758800000000004e-07	2	true	smoothSolver	8.4483799999999999e-04	2.1385500000000000e-06	2	true	GAMG	3.9460199999999997e-03	1.7814900000000000e-04	2	true
1.745                   	smoothSolver	2.1917400000000002e-03	1.9856399999999999e-06	3	1.7360699999999999e-03	1.2324300000000000e-06	3	false	smoothSolver	2.0557000000000000e-04	7.5572200000000000e-07	2	true	smoothSolver	8.4581200000000004e-04	2.1782300000000001e-06	2	true	GAMG	3.7377000000000001e-03	1.6905199999999999e-04	2	true
1.75                    	smoothSolver	2.1830399999999998e-03	1.9764700000000001e-06	3	1.7306400000000001e-03	1.2232700000000000e-06	3	false	smoothSolver	2.0491100000000000e-04	7.7281200000000005e-07	2	true	smoothSolver	8.4642099999999998e-04	2.1941800000000000e-06	2	true	GAMG	3.8915600000000001e-03	1.6762400000000001e-04	2	true
1.755                   	smoothSolver	7.2180300000000003e-03	1.7131700000000000e-06	4	7.1939600000000001e-03	1.8802400000000001e-06	4	false	smoothSolver	2.0376500000000001e-04	7.6503900000000000e-07	2	true	smoothSolver	8.4724300000000002e-04	2.2137200000000002e-06	2	true	GAMG	3.9388800000000002e-01	2.9123000000000000e-02	2	true
1.76                    	smoothSolver	2.1943000000000002e-03	1.9213999999999999e-06	3	1.7570000000000001e-03	1.0818500000000001e-06	3	false	smoothSolver	2.0203600000000000e-04	7.4819899999999996e-07	2	true	smoothSolver	8.4730199999999997e-04	2.1606300000000001e-06	2	true	GAMG	5.0825000000000002e-03	4.9656199999999998e-04	2	true
1.765                   	smoothSolver	2.1559299999999999e-03	1.9447700000000000e-06	3	1.7119399999999999e-03	1.2058000000000000e-06	3	false	smoothSolver	2.0026300000000000e-04	7.4461400000000000e-07	2	true	smoothSolver	8.4692299999999997e-04	2.1692400000000002e-06	2	true	GAMG	3.6209900000000001e-03	1.6993800000000001e-04	2	true
1.77                    	smoothSolver	2.1471699999999999e-03	1.9402300000000001e-06	3	1.7071800000000000e-03	1.1922300000000000e-06	3	false	smoothSolver	1.9865400000000001e-04	7.3618199999999997e-07	2	true	smoothSolver	8.4644500000000003e-04	2.1622400000000001e-06	2	true	GAMG	3.5319800000000001e-03	1.6159200000000001e-04	2	true
1.775                   	smoothSolver	2.1380300000000000e-03	1.9310199999999999e-06	3	1.7010300000000001e-03	1.1856400000000000e-06	3	false	smoothSolver	1.9718200000000001e-04	7.2821599999999999e-07	2	true	smoothSolver	8.4593600000000004e-04	2.2164300000000001e-06	2	true	GAMG	3.5255500000000001e-03	1.6334699999999999e-04	2	true
1.78                    	smoothSolver	7.2077499999999997e-03	1.6840600000000001e-06	4	7.1622099999999996e-03	1.8513800000000001e-06	4	false	smoothSolver	1.9592300000000000e-04	7.2255699999999995e-07	2	true	smoothSolver	8.4549500000000004e-04	2.2113500000000000e-06	2	true	GAMG	3.9145300000000000e-01	2.8967300000000001e-02	2	true
1.785                   	smoothSolver	2.1470999999999999e-03	1.8773300000000000e-06	3	1.7255899999999999e-03	9.9555300000000002e-06	2	false	smoothSolver	1.9459999999999999e-04	7.1671899999999995e-07	2	true	smoothSolver	8.4451000000000003e-04	2.2130199999999999e-06	2	true	GAMG	5.0338500000000003e-03	4.9475500000000004e-04	2	true
1.79                    	smoothSolver	2.1097400000000001e-03	1.9015600000000001e-06	3	1.6826499999999999e-03	1.1689900000000001e-06	3	false	smoothSolver	1.9338600000000001e-04	6.9443499999999998e-07	2	true	smoothSolver	8.4328599999999995e-04	2.2271900000000002e-06	2	true	GAMG	3.5008999999999999e-03	1.6634399999999999e-04	2	true
1.795                   	smoothSolver	2.1006699999999998e-03	1.8893500000000000e-06	3	1.6781700000000001e-03	1.1593500000000000e-06	3	false	smoothSolver	1.9232900000000001e-04	6.8848400000000004e-07	2	true	smoothSolver	8.4231900000000001e-04	2.2301300000000000e-06	2	true	GAMG	3.4316899999999998e-03	1.6006200000000001e-04	2	true
1.8                     	smoothSolver	2.0917900000000001e-03	1.8786900000000000e-06	3	1.6709900000000000e-03	1.1518900000000001e-06	3	false	smoothSolver	1.9141300000000001e-04	9.9368299999999999e-06	1	true	smoothSolver	8.4172000000000001e-04	2.2330399999999999e-06	2	true	GAMG	3.4187499999999999e-03	1.5898200000000000e-04	2	true
1.805                   	smoothSolver	7.1903499999999999e-03	1.6610600000000000e-06	4	7.1335599999999997e-03	1.8350400000000001e-06	4	false	smoothSolver	1.9106900000000001e-04	9.9278300000000005e-06	1	true	smoothSolver	8.4205300000000005e-04	2.2365500000000002e-06	2	true	GAMG	3.8987300000000003e-01	2.8913999999999999e-02	2	true
1.81                    	smoothSolver	2.1000500000000000e-03	1.8238800000000001e-06	3	1.6954800000000001e-03	9.7227499999999994e-06	2	false	smoothSolver	1.9053300000000000e-04	9.8914100000000006e-06	1	true	smoothSolver	8.4247499999999997e-04	2.2449800000000000e-06	2	true	GAMG	4.9953300000000001e-03	4.9296300000000002e-04	2	true
1.815                   	smoothSolver	2.0624699999999998e-03	1.8502900000000000e-06	3	1.6480100000000001e-03	1.1339200000000000e-06	3	false	smoothSolver	1.9005500000000001e-04	9.8672100000000000e-06	1	true	smoothSolver	8.4234499999999999e-04	2.2494900000000000e-06	2	true	GAMG	3.3433000000000000e-03	1.5929900000000001e-04	2	true
1.82                    	smoothSolver	2.0524499999999999e-03	1.8345599999999999e-06	3	1.6423500000000001e-03	1.1206999999999999e-06	3	false	smoothSolver	1.8954099999999999e-04	9.8301900000000005e-06	1	true	smoothSolver	8.4148100000000004e-04	2.2404499999999999e-06	2	true	GAMG	3.4095800000000002e-03	1.5300099999999999e-04	2	true
1.825                   	smoothSolver	2.0426200000000002e-03	1.8260000000000000e-06	3	1.6354200000000001e-03	1.1134499999999999e-06	3	false	smoothSolver	1.8917800000000000e-04	9.7998799999999994e-06	1	true	smoothSolver	8.4046000000000001e-04	2.2147199999999999e-06	2	true	GAMG	3.4178300000000002e-03	1.5502100000000001e-04	2	true
1.83                    	smoothSolver	7.1746199999999996e-03	1.6399299999999999e-06	4	7.1070899999999999e-03	1.8171999999999999e-06	4	false	smoothSolver	1.8899300000000001e-04	9.7890799999999995e-06	1	true	smoothSolver	8.3963199999999999e-04	2.1828900000000000e-06	2	true	GAMG	3.8927000000000000e-01	2.8233700000000000e-02	2	true
1.835                   	smoothSolver	2.0494699999999999e-03	1.7733400000000001e-06	3	1.6573700000000000e-03	9.4801499999999993e-06	2	false	smoothSolver	1.8860300000000000e-04	9.7684699999999993e-06	1	true	smoothSolver	8.3915599999999997e-04	2.1564199999999999e-06	2	true	GAMG	4.8107699999999998e-03	1.6659400000000000e-04	3	true
