# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	U_converged             	epsilon_solver          	epsilon_initial         	epsilon_final           	epsilon_iters           	epsilon_converged       	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
8.14                    	smoothSolver	1.3251299999999999e-01	7.1450500000000000e-02	1000	1.8020399999999999e-02	5.9504499999999999e-06	10	false	smoothSolver	1.6853300000000002e-02	9.6127700000000001e-06	47	true	smoothSolver	2.2453000000000001e-02	9.8186199999999992e-06	34	true	GAMG	2.0158699999999999e-01	1.4995500000000000e-02	1	true
8.145                   	smoothSolver	1.3959800000000000e-01	6.6510500000000000e-02	1000	1.6981599999999999e-02	5.5975700000000000e-06	10	false	smoothSolver	1.6649700000000000e-02	9.4759599999999993e-06	47	true	smoothSolver	2.2453700000000000e-02	9.6845899999999997e-06	31	true	GAMG	2.1426000000000001e-01	1.3488500000000000e-02	1	true
8.15                    	smoothSolver	1.4669599999999999e-01	6.7254700000000001e-02	1000	2.1629499999999999e-02	8.2121399999999999e-06	10	false	smoothSolver	1.6354600000000000e-02	9.8745000000000001e-06	46	true	smoothSolver	2.2454000000000002e-02	9.5695200000000002e-06	32	true	GAMG	2.1233600000000000e-01	1.4644500000000000e-02	1	true
8.155                   	smoothSolver	1.3686599999999999e-01	6.0979199999999997e-02	1000	1.9655800000000001e-02	6.1988300000000002e-06	10	false	smoothSolver	1.5695400000000002e-02	9.4465500000000002e-06	46	true	smoothSolver	2.2454800000000000e-02	9.7261800000000004e-06	27	true	GAMG	2.0116400000000001e-01	1.2682300000000001e-02	1	true
8.16                    	smoothSolver	1.3837300000000000e-01	6.6296400000000005e-02	1000	1.7542700000000001e-02	5.5116199999999996e-06	10	false	smoothSolver	1.7302800000000000e-02	9.8171900000000008e-06	47	true	smoothSolver	2.2455099999999999e-02	9.6561900000000001e-06	33	true	GAMG	1.9027200000000000e-01	1.4175500000000001e-02	1	true
8.165                   	smoothSolver	1.4222499999999999e-01	6.3938900000000007e-02	1000	2.2757099999999999e-02	7.7479599999999999e-06	10	false	smoothSolver	1.7077800000000001e-02	9.7070099999999994e-06	47	true	smoothSolver	2.2456100000000000e-02	9.7837099999999999e-06	30	true	GAMG	2.0695100000000000e-01	1.4888600000000000e-02	1	true
8.17                    	smoothSolver	1.3644600000000001e-01	6.7020899999999994e-02	1000	1.7177899999999999e-02	5.2964900000000002e-06	10	false	smoothSolver	1.5456900000000001e-02	9.9157700000000004e-06	45	true	smoothSolver	2.2456700000000000e-02	9.4785599999999999e-06	30	true	GAMG	2.0913699999999999e-01	1.2392600000000000e-02	1	true
8.175                   	smoothSolver	1.3796600000000001e-01	6.2991099999999994e-02	1000	1.7792499999999999e-02	5.8575799999999999e-06	10	false	smoothSolver	1.5809600000000000e-02	9.5510599999999997e-06	46	true	smoothSolver	2.2457299999999999e-02	9.8005500000000006e-06	40	true	GAMG	1.9821900000000001e-01	1.4056200000000000e-02	1	true
8.18                    	smoothSolver	1.2622700000000001e-01	6.8390400000000004e-02	1000	1.8120100000000000e-02	6.1109100000000001e-06	10	false	smoothSolver	1.6489600000000000e-02	9.9628599999999997e-06	46	true	smoothSolver	2.2458100000000002e-02	9.2981899999999995e-06	27	true	GAMG	2.2470899999999999e-01	1.4615700000000001e-02	1	true
8.185                   	smoothSolver	1.4001000000000000e-01	6.3849900000000001e-02	1000	1.5595500000000000e-02	5.0865200000000000e-06	10	false	smoothSolver	1.6308000000000000e-02	9.8354200000000004e-06	46	true	smoothSolver	2.2458400000000000e-02	9.5633500000000005e-06	34	true	GAMG	1.9815900000000000e-01	1.4447800000000000e-02	1	true
8.19                    	smoothSolver	1.3641500000000001e-01	6.2784000000000006e-02	1000	1.7257499999999999e-02	5.8879199999999997e-06	10	false	smoothSolver	1.6001899999999999e-02	9.6918600000000001e-06	46	true	smoothSolver	2.2459199999999999e-02	9.7141999999999993e-06	24	true	GAMG	2.1487100000000001e-01	1.4846900000000000e-02	1	true
8.195                   	smoothSolver	1.3979700000000000e-01	6.6231200000000004e-02	1000	1.6198500000000001e-02	9.9514700000000008e-06	9	false	smoothSolver	1.6756600000000000e-02	9.5938400000000006e-06	47	true	smoothSolver	2.2459799999999999e-02	9.8568599999999993e-06	41	true	GAMG	1.9115299999999999e-01	1.3938500000000000e-02	1	true
8.2                     	smoothSolver	1.4703400000000000e-01	6.7538100000000004e-02	1000	1.5844700000000000e-02	4.8580300000000003e-06	10	false	smoothSolver	1.7033099999999999e-02	9.8145200000000004e-06	47	true	smoothSolver	2.2460800000000000e-02	9.3806199999999993e-06	34	true	GAMG	1.9427500000000000e-01	1.2755200000000000e-02	1	true
8.205                   	smoothSolver	1.4263200000000001e-01	6.0389100000000001e-02	1000	2.2382800000000001e-02	9.0123100000000008e-06	9	false	smoothSolver	1.6976100000000001e-02	9.8178299999999998e-06	47	true	smoothSolver	2.2461100000000001e-02	9.9709999999999999e-06	27	true	GAMG	8.8384300000000005e-01	4.7792500000000002e-02	1	true
8.21                    	smoothSolver	1.3752700000000001e-01	6.1719000000000003e-02	1000	1.5424900000000000e-02	9.1126899999999993e-06	9	false	smoothSolver	1.6167800000000000e-02	9.9294500000000003e-06	46	true	smoothSolver	2.2461700000000001e-02	9.7869100000000001e-06	34	true	GAMG	2.0294599999999999e-01	1.3813799999999999e-02	1	true
8.215                   	smoothSolver	1.3266600000000001e-01	5.7275000000000000e-02	1000	1.7107700000000000e-02	9.3424000000000005e-06	9	false	smoothSolver	1.7024999999999998e-02	9.8495699999999993e-06	47	true	smoothSolver	2.2462400000000000e-02	9.7519700000000004e-06	25	true	GAMG	1.9620499999999999e-01	1.2878600000000000e-02	1	true
8.22                    	smoothSolver	1.4860999999999999e-01	6.5834599999999993e-02	1000	2.0103900000000001e-02	4.5571799999999996e-06	10	false	smoothSolver	1.6845900000000000e-02	9.7298400000000007e-06	47	true	smoothSolver	2.2462800000000002e-02	9.5285899999999999e-06	35	true	GAMG	1.9905200000000001e-01	1.4523599999999999e-02	1	true
8.225                   	smoothSolver	1.4691299999999999e-01	5.9105499999999998e-02	1000	1.7952099999999999e-02	9.9929000000000005e-06	9	false	smoothSolver	1.5790900000000000e-02	9.6764999999999996e-06	46	true	smoothSolver	2.2463899999999998e-02	9.9531199999999993e-06	32	true	GAMG	2.1253800000000000e-01	1.4622400000000001e-02	1	true
8.23                    	smoothSolver	1.4316799999999999e-01	6.7930599999999994e-02	1000	1.8114300000000000e-02	4.7035199999999996e-06	10	false	smoothSolver	1.6131900000000001e-02	9.8442800000000002e-06	46	true	smoothSolver	2.2464399999999999e-02	9.9919600000000008e-06	28	true	GAMG	1.9493099999999999e-01	1.4683999999999999e-02	1	true
8.235                   	smoothSolver	1.4339499999999999e-01	6.2350099999999999e-02	1000	1.7680399999999999e-02	9.9907900000000003e-06	9	false	smoothSolver	1.6387700000000002e-02	9.9884700000000006e-06	46	true	smoothSolver	2.2465100000000002e-02	9.9039000000000002e-06	36	true	GAMG	2.1350300000000000e-01	1.4807200000000000e-02	1	true
8.24                    	smoothSolver	1.4219100000000001e-01	6.4338999999999993e-02	1000	1.4317900000000000e-02	9.9723600000000002e-06	9	false	smoothSolver	1.6878299999999999e-02	9.7032200000000002e-06	47	true	smoothSolver	2.2465900000000000e-02	9.5482499999999996e-06	28	true	GAMG	1.9421700000000000e-01	1.4635499999999999e-02	1	true
8.245                   	smoothSolver	1.2929700000000000e-01	6.3793400000000000e-02	1000	1.4277500000000000e-02	9.6524100000000000e-06	9	false	smoothSolver	1.6953400000000000e-02	9.7719300000000008e-06	47	true	smoothSolver	2.2466300000000002e-02	9.6514500000000006e-06	38	true	GAMG	1.8272500000000000e-01	1.2952900000000000e-02	1	true
8.25                    	smoothSolver	1.1789800000000000e-01	5.7300999999999998e-02	1000	1.5110500000000001e-02	5.3038400000000002e-06	10	false	smoothSolver	1.5777800000000002e-02	9.6683300000000007e-06	46	true	smoothSolver	2.2467100000000000e-02	9.6236000000000005e-06	21	true	GAMG	1.8447200000000000e-01	1.6414000000000002e-02	1	true
8.255                   	smoothSolver	1.3534800000000000e-01	6.8533100000000000e-02	1000	1.4267999999999999e-02	5.1076199999999997e-06	10	false	smoothSolver	1.6023900000000001e-02	9.8133800000000002e-06	46	true	smoothSolver	2.2467500000000001e-02	9.8044399999999999e-06	37	true	GAMG	1.8750600000000001e-01	1.4155600000000001e-02	1	true
8.26                    	smoothSolver	1.4043300000000000e-01	7.2642399999999996e-02	1000	1.2988500000000000e-02	4.6796199999999998e-06	10	false	smoothSolver	1.6755900000000001e-02	9.6787600000000001e-06	47	true	smoothSolver	2.2468399999999999e-02	9.8568599999999993e-06	31	true	GAMG	2.0233899999999999e-01	1.4792200000000000e-02	1	true
8.265                   	smoothSolver	1.3647400000000001e-01	6.4806799999999998e-02	1000	1.2437800000000001e-02	8.7183099999999999e-06	9	false	smoothSolver	1.7563900000000000e-02	9.5902800000000006e-06	48	true	smoothSolver	2.2469099999999999e-02	9.9677400000000006e-06	34	true	GAMG	1.8372400000000000e-01	1.3669199999999999e-02	1	true
8.27                    	smoothSolver	1.4110200000000001e-01	6.5044699999999997e-02	1000	1.3151500000000000e-02	9.4042900000000000e-06	9	false	smoothSolver	1.5936400000000000e-02	9.8136000000000004e-06	46	true	smoothSolver	2.2469800000000002e-02	9.7721600000000000e-06	32	true	GAMG	1.8777400000000000e-01	1.4401700000000000e-02	1	true
8.275                   	smoothSolver	1.3517599999999999e-01	6.2047699999999997e-02	1000	1.5217100000000001e-02	4.6110800000000001e-06	10	false	smoothSolver	1.5627200000000001e-02	9.6292200000000006e-06	46	true	smoothSolver	2.2470400000000001e-02	9.7396799999999996e-06	38	true	GAMG	1.9855600000000001e-01	1.4756699999999999e-02	1	true
8.28                    	smoothSolver	1.3410100000000000e-01	6.7130800000000004e-02	1000	1.3694500000000000e-02	8.7466000000000002e-06	9	false	smoothSolver	1.5742300000000001e-02	9.7455599999999992e-06	46	true	smoothSolver	2.2471200000000000e-02	9.8846399999999996e-06	24	true	GAMG	2.1374299999999999e-01	1.4240299999999999e-02	1	true
8.285                   	smoothSolver	1.4266400000000001e-01	6.1614799999999997e-02	1000	1.3614200000000000e-02	9.6875399999999994e-06	9	false	smoothSolver	1.6321400000000000e-02	9.5598199999999992e-06	47	true	smoothSolver	2.2471800000000000e-02	9.7788399999999997e-06	39	true	GAMG	1.9774300000000000e-01	1.2711200000000001e-02	1	true
8.29                    	smoothSolver	1.4773300000000000e-01	6.7569299999999999e-02	1000	1.2238100000000000e-02	8.6630600000000007e-06	9	false	smoothSolver	1.7580499999999999e-02	9.7623499999999998e-06	48	true	smoothSolver	2.2472700000000002e-02	9.3272999999999996e-06	35	true	GAMG	1.8665200000000001e-01	1.2911700000000000e-02	1	true
8.295                   	smoothSolver	1.5797400000000000e-01	7.3621800000000001e-02	1000	1.7359800000000002e-02	4.9694700000000000e-06	10	false	smoothSolver	1.6322500000000000e-02	9.6436300000000007e-06	47	true	smoothSolver	2.2473300000000002e-02	9.4012299999999994e-06	34	true	GAMG	1.9570699999999999e-01	1.5105300000000000e-02	1	true
8.3                     	smoothSolver	1.4868200000000001e-01	6.4723400000000000e-02	1000	1.4956400000000000e-02	9.5288400000000004e-06	9	false	smoothSolver	1.5692399999999999e-02	9.8470099999999998e-06	46	true	smoothSolver	2.2474000000000001e-02	9.6639200000000005e-06	29	true	GAMG	1.8737999999999999e-01	1.3890000000000000e-02	1	true
8.305                   	smoothSolver	1.3084000000000001e-01	6.3288700000000003e-02	1000	1.2500200000000000e-02	8.5960799999999992e-06	9	false	smoothSolver	1.6258999999999999e-02	9.6384200000000005e-06	47	true	smoothSolver	2.2474500000000001e-02	9.5603500000000007e-06	30	true	GAMG	1.9553799999999999e-01	1.3625200000000001e-02	1	true
8.31                    	smoothSolver	1.4302999999999999e-01	6.2428400000000002e-02	1000	1.2107800000000000e-02	8.2513899999999996e-06	9	false	smoothSolver	1.7003600000000001e-02	9.4828399999999995e-06	48	true	smoothSolver	2.2475300000000000e-02	9.8592399999999998e-06	25	true	GAMG	1.8320900000000001e-01	1.2705200000000000e-02	1	true
8.315                   	smoothSolver	1.4573900000000001e-01	5.9214500000000003e-02	1000	1.1783200000000001e-02	8.8135800000000001e-06	9	false	smoothSolver	1.5905599999999999e-02	9.9933899999999992e-06	46	true	smoothSolver	2.2475800000000001e-02	9.5095100000000000e-06	31	true	GAMG	2.0334099999999999e-01	1.4454699999999999e-02	1	true
8.32                    	smoothSolver	1.3035099999999999e-01	6.0101399999999999e-02	1000	1.2976500000000000e-02	8.4247999999999994e-06	9	false	smoothSolver	1.6581499999999999e-02	9.7777999999999998e-06	47	true	smoothSolver	2.2476699999999999e-02	9.9511800000000008e-06	31	true	GAMG	1.7861299999999999e-01	1.2898000000000000e-02	1	true
8.325                   	smoothSolver	1.3763900000000001e-01	6.0178000000000002e-02	1000	1.2102500000000000e-02	9.5505499999999996e-06	9	false	smoothSolver	1.6905099999999999e-02	9.9979400000000007e-06	47	true	smoothSolver	2.2477500000000001e-02	9.2920800000000007e-06	28	true	GAMG	1.7449200000000001e-01	1.2858300000000000e-02	1	true
8.33                    	smoothSolver	1.4457300000000001e-01	7.1185100000000001e-02	1000	1.6907300000000000e-02	8.2981699999999992e-06	9	false	smoothSolver	1.5867099999999999e-02	9.9210700000000002e-06	46	true	smoothSolver	2.2478100000000001e-02	9.9274400000000003e-06	27	true	GAMG	6.6635400000000000e-01	3.8195100000000003e-02	1	true
8.335                   	smoothSolver	1.3976600000000000e-01	6.4264100000000005e-02	1000	1.1939500000000000e-02	8.4797800000000000e-06	9	false	smoothSolver	1.6475299999999998e-02	9.6974800000000002e-06	47	true	smoothSolver	2.2478600000000001e-02	9.3000799999999996e-06	30	true	GAMG	1.7427500000000001e-01	1.2242500000000000e-02	1	true
8.34                    	smoothSolver	1.3142799999999999e-01	6.5609899999999999e-02	1000	1.1139000000000000e-02	7.8945700000000002e-06	9	false	smoothSolver	1.6507299999999999e-02	9.6690300000000005e-06	47	true	smoothSolver	2.2479400000000000e-02	9.7438800000000003e-06	28	true	GAMG	1.8707099999999999e-01	1.2849100000000000e-02	1	true
8.345                   	smoothSolver	1.3520799999999999e-01	5.9783099999999999e-02	1000	1.1801200000000000e-02	8.6309099999999997e-06	9	false	smoothSolver	1.6696099999999998e-02	9.7792999999999997e-06	47	true	smoothSolver	2.2480099999999999e-02	9.8304600000000007e-06	34	true	GAMG	1.6881199999999999e-01	1.2585600000000001e-02	1	true
8.35                    	smoothSolver	1.5455600000000000e-01	7.1658200000000005e-02	1000	1.3460600000000000e-02	7.7634099999999999e-06	9	false	smoothSolver	1.7264100000000001e-02	9.4646999999999994e-06	48	true	smoothSolver	2.2481000000000001e-02	9.4267400000000001e-06	34	true	GAMG	1.8485299999999999e-01	1.3993800000000001e-02	1	true
8.355                   	smoothSolver	1.5187800000000001e-01	6.0356000000000000e-02	1000	1.7620500000000001e-02	7.4626999999999997e-06	9	false	smoothSolver	1.5788099999999999e-02	9.7089999999999997e-06	46	true	smoothSolver	2.2481500000000001e-02	9.5701500000000002e-06	35	true	GAMG	8.4863299999999997e-01	4.7725600000000000e-02	1	true
8.36                    	smoothSolver	1.3431999999999999e-01	6.3180799999999995e-02	1000	1.3911400000000001e-02	7.7670000000000003e-06	9	false	smoothSolver	1.5987500000000002e-02	9.7644999999999994e-06	46	true	smoothSolver	2.2482400000000000e-02	9.7775099999999998e-06	35	true	GAMG	1.9288600000000000e-01	1.4826199999999999e-02	1	true
8.365                   	smoothSolver	1.1410800000000000e-01	6.2365499999999997e-02	1000	1.1138300000000000e-02	7.8113400000000003e-06	9	false	smoothSolver	1.5738800000000001e-02	9.6345099999999997e-06	46	true	smoothSolver	2.2483199999999998e-02	9.5419400000000003e-06	31	true	GAMG	1.6395199999999999e-01	1.1410800000000000e-02	1	true
8.37                    	smoothSolver	1.2501100000000001e-01	6.2848200000000007e-02	1000	1.1816000000000000e-02	8.0663799999999998e-06	9	false	smoothSolver	1.6133000000000002e-02	9.8728400000000008e-06	46	true	smoothSolver	2.2484000000000001e-02	9.8107900000000003e-06	30	true	GAMG	1.8237900000000001e-01	1.3643000000000001e-02	1	true
8.375                   	smoothSolver	1.2924600000000000e-01	6.7359400000000000e-02	1000	1.1924400000000000e-02	8.3756899999999994e-06	9	false	smoothSolver	1.6281100000000000e-02	9.4745399999999999e-06	47	true	smoothSolver	2.2484600000000000e-02	9.9849899999999994e-06	29	true	GAMG	1.7613000000000001e-01	1.4156800000000001e-02	1	true
8.38                    	smoothSolver	1.4406200000000000e-01	6.5108700000000005e-02	1000	1.2778200000000000e-02	7.4117800000000002e-06	9	false	smoothSolver	1.6942100000000002e-02	9.8895299999999995e-06	47	true	smoothSolver	2.2485100000000001e-02	9.4679100000000003e-06	32	true	GAMG	2.5757999999999998e-01	1.7277399999999998e-02	1	true
8.385                   	smoothSolver	1.3735100000000000e-01	6.6212400000000005e-02	1000	1.1163500000000000e-02	7.7568100000000007e-06	9	false	smoothSolver	1.7582100000000000e-02	9.7394800000000008e-06	48	true	smoothSolver	2.2485900000000000e-02	9.4582099999999994e-06	28	true	GAMG	1.7522599999999999e-01	1.2259100000000000e-02	1	true
8.39                    	smoothSolver	1.4399500000000001e-01	6.6106100000000001e-02	1000	1.2083099999999999e-02	9.5096900000000008e-06	9	false	smoothSolver	1.5907999999999999e-02	9.9038800000000005e-06	46	true	smoothSolver	2.2486500000000000e-02	9.7341799999999994e-06	32	true	GAMG	1.7593900000000001e-01	1.2914500000000001e-02	1	true
8.395                   	smoothSolver	1.3010400000000000e-01	6.0729199999999997e-02	1000	1.4136200000000000e-02	4.9048299999999996e-06	10	false	smoothSolver	1.6076699999999999e-02	9.4629900000000000e-06	47	true	smoothSolver	2.2487500000000001e-02	9.4861700000000004e-06	34	true	GAMG	1.6984600000000000e-01	1.1773000000000000e-02	1	true
8.4                     	smoothSolver	1.3532200000000000e-01	5.9753899999999999e-02	1000	1.4015900000000000e-02	4.9976000000000002e-06	10	false	smoothSolver	1.5963700000000001e-02	9.9739199999999992e-06	46	true	smoothSolver	2.2488000000000001e-02	9.5804900000000002e-06	28	true	GAMG	1.6679900000000000e-01	1.3676600000000001e-02	1	true
8.405                   	smoothSolver	1.4614600000000000e-01	5.9603200000000002e-02	1000	1.7653200000000001e-02	7.7410999999999995e-06	9	false	smoothSolver	1.6851100000000001e-02	9.9534899999999998e-06	47	true	smoothSolver	2.2488899999999999e-02	9.8947399999999997e-06	35	true	GAMG	9.2183000000000004e-01	5.2221200000000002e-02	1	true
8.41                    	smoothSolver	1.2069100000000001e-01	6.4513600000000004e-02	1000	1.1864400000000001e-02	7.9351400000000007e-06	9	false	smoothSolver	1.7387099999999999e-02	9.6623500000000008e-06	48	true	smoothSolver	2.2489599999999998e-02	9.6000800000000001e-06	29	true	GAMG	1.6857700000000000e-01	1.2137700000000000e-02	1	true
8.415                   	smoothSolver	1.2139200000000000e-01	6.0388100000000000e-02	1000	1.2761300000000000e-02	9.2614099999999998e-06	9	false	smoothSolver	1.6632700000000000e-02	9.8264499999999997e-06	47	true	smoothSolver	2.2490400000000001e-02	9.6709600000000000e-06	31	true	GAMG	1.7510100000000001e-01	1.2312200000000001e-02	1	true
8.42                    	smoothSolver	1.1982000000000000e-01	5.4035600000000003e-02	1000	1.3811300000000000e-02	7.3767699999999998e-06	9	false	smoothSolver	1.6170700000000000e-02	9.5087100000000000e-06	47	true	smoothSolver	2.2491100000000000e-02	9.2487100000000008e-06	26	true	GAMG	1.8067700000000000e-01	1.4323499999999999e-02	1	true
8.425                   	smoothSolver	1.2975400000000001e-01	6.5264100000000005e-02	1000	1.3836299999999999e-02	7.7964500000000005e-06	9	false	smoothSolver	1.6048099999999999e-02	9.4618199999999995e-06	47	true	smoothSolver	2.2491799999999999e-02	9.9189499999999993e-06	26	true	GAMG	1.7842000000000000e-01	1.1843200000000000e-02	1	true
8.43                    	smoothSolver	1.4443100000000000e-01	6.3455200000000003e-02	1000	1.7168400000000000e-02	7.3329100000000004e-06	9	false	smoothSolver	1.6443599999999999e-02	9.6206900000000002e-06	47	true	smoothSolver	2.2492300000000000e-02	9.9515400000000006e-06	26	true	GAMG	9.3204799999999999e-01	5.0400100000000003e-02	1	true
8.435                   	smoothSolver	1.1930700000000000e-01	6.2716400000000005e-02	1000	1.1126000000000000e-02	6.7265199999999996e-06	9	false	smoothSolver	1.6196700000000001e-02	9.4597700000000001e-06	47	true	smoothSolver	2.2493400000000000e-02	9.7902199999999996e-06	38	true	GAMG	1.6988700000000001e-01	1.1659500000000000e-02	1	true
8.44                    	smoothSolver	1.1820400000000000e-01	5.8883199999999997e-02	1000	1.4046599999999999e-02	7.1969399999999999e-06	9	false	smoothSolver	1.6634199999999998e-02	9.6235000000000003e-06	47	true	smoothSolver	2.2494000000000000e-02	9.4408800000000000e-06	22	true	GAMG	1.6445799999999999e-01	1.1725700000000000e-02	1	true
8.445                   	smoothSolver	1.2704599999999999e-01	5.1755700000000002e-02	1000	1.2122100000000000e-02	6.2009199999999999e-06	9	false	smoothSolver	1.5931100000000000e-02	9.7343299999999997e-06	46	true	smoothSolver	2.2494799999999999e-02	9.8221500000000005e-06	42	true	GAMG	1.8287900000000001e-01	1.4546600000000000e-02	1	true
8.45                    	smoothSolver	1.2907199999999999e-01	6.0977600000000000e-02	1000	1.2593500000000001e-02	7.2841999999999996e-06	9	false	smoothSolver	1.6334399999999999e-02	9.8908599999999994e-06	46	true	smoothSolver	2.2495600000000001e-02	9.2177800000000004e-06	21	true	GAMG	1.7860300000000001e-01	1.5074300000000001e-02	1	true
8.455                   	smoothSolver	1.2940900000000000e-01	5.7002400000000002e-02	1000	1.6174100000000000e-02	6.8775099999999996e-06	9	false	smoothSolver	1.6974199999999998e-02	9.6665600000000005e-06	47	true	smoothSolver	2.2495899999999999e-02	9.7312100000000000e-06	40	true	GAMG	8.6479399999999995e-01	4.7081400000000002e-02	1	true
8.46                    	smoothSolver	1.2248900000000000e-01	5.6980999999999997e-02	1000	1.4940100000000000e-02	5.1748600000000000e-06	10	false	smoothSolver	1.6405900000000001e-02	9.8910400000000001e-06	46	true	smoothSolver	2.2496800000000001e-02	9.1603699999999992e-06	21	true	GAMG	1.7880599999999999e-01	1.3586100000000000e-02	1	true
8.465                   	smoothSolver	1.2983000000000000e-01	6.0489599999999998e-02	1000	1.7204000000000001e-02	9.7869200000000008e-06	9	false	smoothSolver	1.5692200000000000e-02	9.4851599999999992e-06	46	true	smoothSolver	2.2497400000000001e-02	9.8340400000000005e-06	40	true	GAMG	1.9097600000000001e-01	1.4708499999999999e-02	1	true
8.47                    	smoothSolver	1.2276200000000000e-01	5.8712300000000002e-02	1000	1.1698600000000000e-02	8.1792100000000002e-06	9	false	smoothSolver	1.6515200000000001e-02	9.9832699999999994e-06	46	true	smoothSolver	2.2498400000000002e-02	9.2814700000000004e-06	22	true	GAMG	1.7618200000000001e-01	1.1759700000000000e-02	1	true
8.475                   	smoothSolver	1.1633499999999999e-01	5.3245599999999997e-02	1000	1.3481200000000000e-02	9.5301200000000002e-06	9	false	smoothSolver	1.6354799999999999e-02	9.9618699999999999e-06	46	true	smoothSolver	2.2498899999999999e-02	9.7583299999999998e-06	41	true	GAMG	1.7432400000000001e-01	1.3199000000000001e-02	1	true
8.48                    	smoothSolver	1.1734600000000001e-01	5.9341999999999999e-02	1000	1.3889200000000001e-02	7.8042799999999994e-06	9	false	smoothSolver	1.7017500000000001e-02	9.8307900000000001e-06	47	true	smoothSolver	2.2500099999999999e-02	9.8033499999999999e-06	33	true	GAMG	1.6581899999999999e-01	1.2151300000000000e-02	1	true
8.485                   	smoothSolver	1.1631600000000000e-01	5.1658200000000001e-02	1000	1.0948800000000000e-02	6.9199700000000003e-06	9	false	smoothSolver	1.7536800000000002e-02	9.6452200000000001e-06	48	true	smoothSolver	2.2500800000000001e-02	9.6224999999999998e-06	32	true	GAMG	1.8630800000000000e-01	1.1790399999999999e-02	1	true
8.49                    	smoothSolver	1.1962500000000000e-01	5.5509900000000001e-02	1000	1.1646399999999999e-02	7.9085200000000003e-06	9	false	smoothSolver	1.5698199999999999e-02	9.7681099999999996e-06	46	true	smoothSolver	2.2501600000000000e-02	9.5606600000000004e-06	27	true	GAMG	1.7108100000000001e-01	1.1605799999999999e-02	1	true
8.495                   	smoothSolver	1.1689700000000000e-01	5.5643100000000001e-02	1000	1.1600500000000000e-02	4.8342600000000002e-06	10	false	smoothSolver	1.6051300000000001e-02	9.4706700000000002e-06	47	true	smoothSolver	2.2502100000000001e-02	9.5168000000000001e-06	35	true	GAMG	1.7884500000000000e-01	1.1516000000000000e-02	1	true
8.5                     	smoothSolver	1.1805700000000000e-01	5.2706099999999999e-02	1000	1.1325099999999999e-02	7.6965500000000000e-06	9	false	smoothSolver	1.6182400000000000e-02	9.6049000000000001e-06	47	true	smoothSolver	2.2503200000000001e-02	9.9660799999999996e-06	38	true	GAMG	1.8575900000000001e-01	1.4406700000000000e-02	1	true
8.505                   	smoothSolver	1.2276300000000000e-01	5.2800800000000002e-02	1000	1.1095300000000001e-02	6.4504199999999998e-06	9	false	smoothSolver	1.6499099999999999e-02	9.8325499999999996e-06	47	true	smoothSolver	2.2504000000000000e-02	9.4627399999999995e-06	25	true	GAMG	1.8102099999999999e-01	1.1581700000000000e-02	1	true
8.51                    	smoothSolver	1.2614500000000001e-01	4.8922599999999997e-02	1000	1.1431999999999999e-02	6.5265400000000004e-06	9	false	smoothSolver	1.6272900000000000e-02	9.6890300000000003e-06	47	true	smoothSolver	2.2504600000000000e-02	9.9117200000000000e-06	33	true	GAMG	1.9047100000000000e-01	1.4081400000000001e-02	1	true
8.515                   	smoothSolver	1.1751200000000001e-01	5.5343600000000000e-02	1000	9.1965399999999996e-03	5.9245800000000003e-06	9	false	smoothSolver	1.6422200000000001e-02	9.7520499999999992e-06	47	true	smoothSolver	2.2505600000000001e-02	9.9360499999999995e-06	27	true	GAMG	1.6655800000000001e-01	1.1441000000000000e-02	1	true
8.52                    	smoothSolver	1.1531700000000000e-01	5.7798200000000001e-02	1000	9.3194899999999997e-03	6.4377799999999999e-06	9	false	smoothSolver	1.6512400000000000e-02	9.7474600000000000e-06	47	true	smoothSolver	2.2506499999999999e-02	9.7240000000000004e-06	27	true	GAMG	1.6386500000000001e-01	1.2239800000000000e-02	1	true
8.525                   	smoothSolver	1.1552900000000001e-01	5.5308700000000002e-02	1000	1.1566999999999999e-02	7.1161999999999997e-06	9	false	smoothSolver	1.6202899999999999e-02	9.5007200000000001e-06	47	true	smoothSolver	2.2507200000000002e-02	9.9212000000000008e-06	24	true	GAMG	1.6563000000000000e-01	1.2539800000000000e-02	1	true
8.53                    	smoothSolver	1.2781000000000001e-01	5.5860800000000002e-02	1000	1.3092200000000000e-02	6.8156700000000003e-06	9	false	smoothSolver	1.5701500000000000e-02	9.6794499999999993e-06	46	true	smoothSolver	2.2508000000000000e-02	9.8559199999999996e-06	26	true	GAMG	4.0541199999999999e-01	2.5684700000000001e-02	1	true
8.535                   	smoothSolver	1.1087800000000000e-01	5.5289499999999998e-02	1000	1.0194900000000000e-02	7.4441999999999998e-06	9	false	smoothSolver	1.6142799999999999e-02	9.8749900000000005e-06	46	true	smoothSolver	2.2508700000000000e-02	9.4258900000000000e-06	30	true	GAMG	1.7309099999999999e-01	1.2518600000000000e-02	1	true
